OBJECTID,osm_way_id,name,building,Material,_damage,damage_num,SP_count,SP_mean,SP_median,SP_stdev,SP_min,SP_max,SP_Range,Cul_count,Cul_mean,Cul_median,Cul_stdev,Cul_min,Cul_max,Cul_Range,BF_count,BF_mean,BF_median,BF_stdev,BF_min,BF_max,BF_Range,Mid_count,Mid_mean,Mid_median,Mid_stdev,Mid_min,Mid_max,Mid_Range,CulG_count,CulG_mean,CulG_median,CulG_stdev,CulG_min,CulG_max,CulG_Range,BFG_count,BFG_mean,BFG_median,BFG_stdev,BFG_min,BFG_max,BFG_Range,SPG_count,SPG_mean,SPG_median,SPG_stdev,SPG_min,SPG_max,SPG_Range,MidG_count,MidG_mean,MidG_median,MidG_stdev,MidG_min,MidG_max,MidG_Range,HSPG_count,HSPG_mean,HSPG_median,HSPG_stdev,HSPG_min,HSPG_max,HSPG_Range,Sat_count,Sat_mean,Sat_median,Sat_min,Sat_max,Sat_stdev,Sat_Range
6051,521537446,,yes,1,none,0,6393,0.274763116,0.308720499,0.138027555,0.000530542,0.761627436,0.761096893,6393,0.198255606,0.187684506,0.120639526,5.84471E-05,0.662745118,0.662686671,,,,,,,0,,,,,,,0,6393,0.167626398,0.162278906,0.109184569,5.98373E-05,0.747416914,0.747357076,,,,,,,0,6393,0.215073937,0.174425349,0.15295604,8.39394E-05,0.831372559,0.83128862,,,,,,,0,6393,0.224833964,0.22863248,0.157884775,0,0.881410241,0.881410241,1086,0.114887395,0.114610001,0.000409248,0.357343942,0.080236394,0.356934694
6052,521537448,,yes,1,none,0,1968,0.18221125,0.1646128,0.127398044,0.000163121,0.608155668,0.607992546,1968,0.162992959,0.121744305,0.13862529,0.000149799,0.662283957,0.662134158,,,,,,,0,,,,,,,0,1968,0.24304126,0.231087416,0.164029238,2.79292E-05,0.721568644,0.721540715,,,,,,,0,1968,0.250244474,0.232509583,0.161875573,0.000101349,0.673851013,0.673749664,,,,,,,0,1968,0.264299491,0.291666657,0.173850375,0,0.791666687,0.791666687,334,0.097121667,0.063919708,0.000137749,0.3377361,0.089943565,0.337598351
6053,521537450,,yes,1,none,0,8761,0.254378841,0.23300676,0.166409669,7.58914E-05,0.854901969,0.854826078,8761,0.30213541,0.2093665,0.197879068,0.000654081,1,0.999345919,,,,,,,0,,,,,,,0,8761,0.182777986,0.092242464,0.207429766,0,1,1,,,,,,,0,8761,0.160472036,0.11144802,0.148649225,6.12413E-06,0.74498105,0.744974926,,,,,,,0,8761,0.428335953,0.438888878,0.226146061,0,0.958333313,0.958333313,1487,0.112898208,0.093017422,0.000239923,0.511467934,0.093857171,0.511228011
6054,521537451,,yes,3,partial,1,3449,0.333344823,0.329487652,0.147351183,1.55236E-05,0.81571281,0.815697286,3449,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,3449,0,0,0,0,0,0,,,,,,,0,3449,0.14865054,0.050980393,0.176665216,0,0.797229469,0.797229469,,,,,,,0,3449,0.401027686,0.427777767,0.162398059,0,0.939393938,0.939393938,585,0.130848762,0.117946222,0.000202582,0.367616951,0.087166097,0.36741437
6055,521537453,,yes,1,none,0,5589,0.312922753,0.298065752,0.20587862,8.42815E-06,0.823555946,0.823547518,5589,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,5589,0,0,0,0,0,0,,,,,,,0,5589,0.228119661,0.190030664,0.17790854,0.000203208,0.80779469,0.807591482,,,,,,,0,5589,0.428202973,0.425757587,0.204333986,0,0.958333313,0.958333313,949,0.075248066,0.059968613,0.000239923,0.305124462,0.060375685,0.304884539
6056,521537455,,yes,1,partial,1,3387,0.272496551,0.25873214,0.164802608,0.000114454,0.870588243,0.870473789,3387,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,3387,0,0,0,0,0,0,,,,,,,0,3387,0.189761147,0.134169891,0.173988747,4.5741E-05,0.772549033,0.772503292,,,,,,,0,3387,0.395746424,0.38809523,0.203532608,0,0.954166651,0.954166651,575,0.167112926,0.178917155,5.49472E-05,0.345043093,0.10709208,0.344988146
6057,521537457,,yes,1,none,0,3384,0.20877581,0.168096915,0.164296938,2.35919E-05,0.819607854,0.819584262,3384,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,3384,0,0,0,0,0,0,,,,,,,0,3384,0.430706188,0.419607848,0.189200288,0.000333105,0.847058833,0.846725728,,,,,,,0,3384,0.340180007,0.377744198,0.172185581,0,0.916666687,0.916666687,576,0.115098379,0.101873033,5.49472E-05,0.329975784,0.079483153,0.329920837
6058,521537459,,yes,1,none,0,3383,0.219126528,0.202914447,0.145548916,3.23013E-05,0.672170937,0.672138636,3352,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,3352,0,0,0,0,0,0,,,,,,,0,3383,0.10167896,0.070084564,0.089870164,0.000196542,0.507306337,0.507109795,,,,,,,0,3383,0.341005687,0.32967034,0.228777466,0,0.958333313,0.958333313,575,0.057379066,0.042612828,0.001034471,0.223889992,0.050339075,0.222855521
6059,521537460,,yes,1,none,0,4355,0.38714898,0.404152691,0.212591582,8.12787E-05,0.798856258,0.79877498,4355,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,4355,0,0,0,0,0,0,,,,,,,0,4355,0.169651917,0.135609955,0.140858702,4.93725E-05,0.764075041,0.764025668,,,,,,,0,4355,0.393672312,0.400000006,0.175552039,0,0.879385948,0.879385948,737,0.228462621,0.277673483,0.001287056,0.375744909,0.108076025,0.374457853
6060,521537462,,yes,1,none,0,4238,0.559937382,0.626610637,0.190063778,4.4878E-05,0.799894333,0.799849455,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4238,0.131722055,0.055847667,0.181863315,4.93725E-05,0.793787062,0.79373769,,,,,,,0,4238,0.360415192,0.340343922,0.136887297,0,0.964912295,0.964912295,717,0.183781685,0.202705145,0.001010492,0.357343942,0.081029902,0.35633345
6061,521537464,,yes,3,partial,1,4915,0.32215668,0.300869584,0.196389944,8.42815E-06,0.768653989,0.768645561,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4915,0.138457455,0.094959781,0.136879131,4.5741E-05,0.678711176,0.678665435,,,,,,,0,4915,0.156792893,0.027616279,0.27768861,0,0.992515445,0.992515445,833,0.211514577,0.224674493,0.001270639,0.32476449,0.056955307,0.323493851
6062,521537466,,yes,1,none,0,5360,0.265533812,0.252350271,0.165420656,3.65365E-05,0.8591398,0.859103264,866,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,866,0,0,0,0,0,0,,,,,,,0,5360,0.164513534,0.139281183,0.126719625,6.12413E-06,0.752986908,0.752980784,,,,,,,0,5360,0.169827453,0.069631763,0.229658655,0,0.981481493,0.981481493,911,0.150939783,0.160916984,0.000524426,0.372494072,0.078523761,0.371969646
6063,521537468,,yes,3,none,0,4924,0.286302982,0.275300205,0.178256173,4.90235E-05,0.835679114,0.83563009,4924,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,4924,0,0,0,0,0,0,,,,,,,0,4924,0.158979833,0.12601012,0.140404292,0.000117009,0.846341789,0.84622478,,,,,,,0,4924,0.478063751,0.468864471,0.383252239,0,0.994791687,0.994791687,833,0.128046425,0.121178187,0.000524426,0.385862857,0.085995021,0.385338431
6064,521537469,,yes,3,none,0,3142,0.339462312,0.315802276,0.213545159,2.91173E-05,0.80025667,0.800227552,3142,0.247871069,0.205321819,0.177416823,0.00012436,0.691225171,0.691100811,,,,,,,0,,,,,,,0,3142,0.188975649,0.141733766,0.145099474,0.000430483,0.768627465,0.768196982,,,,,,,0,3142,0.218797841,0.154611617,0.167146915,0.000134962,0.748388767,0.748253805,,,,,,,0,3142,0.293242605,0.28174603,0.14725267,0,0.834722221,0.834722221,532,0.13355186,0.115572244,0.000390438,0.359337211,0.059306962,0.358946773
6065,521537471,,yes,3,none,0,,,,,,,0,10520,0.16422308,0.097480185,0.200697841,2.7994E-05,1,0.999972006,,,,,,,0,,,,,,,0,10520,0.152551653,0.09030626,0.202675564,0.00011018,1,0.99988982,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1786,0.169868361,0.176423699,0.000120882,0.33411628,0.052263447,0.333995398
6066,521537473,,yes,1,none,0,,,,,,,0,1539,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,1539,0,0,0,0,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,246,0.132377188,0.133637846,0.058944412,0.208225816,0.026623782,0.149281405
6067,521537475,,yes,2,none,0,,,,,,,0,4918,0.233679984,0.171630755,0.148216285,0.000227357,1,0.999772643,,,,,,,0,,,,,,,0,4918,0.135198968,0,0.223286194,0,1,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,836,0.123385476,0.120541088,5.97674E-05,0.351191044,0.077263738,0.351131276
6068,521537477,,yes,5,none,0,,,,,,,0,9080,0.19907072,0.172549024,0.141447266,0,0.839215696,0.839215696,,,,,,,0,,,,,,,0,9080,0.190383058,0.165409893,0.138774649,2.79292E-05,0.87843138,0.878403451,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1540,0.113541728,0.100677729,0.000297298,0.381419688,0.084193271,0.381122391
6069,521537478,,yes,2,none,0,,,,,,,0,10868,0.188619647,0.132876888,0.178538047,0,0.826966107,0.826966107,,,,,,,0,,,,,,,0,10868,0.187344191,0.14235653,0.167326692,0,0.807843149,0.807843149,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1842,0.102661494,0.098879471,5.97674E-05,0.299322277,0.061985304,0.29926251
6070,521537480,,yes,3,none,0,,,,,,,0,9725,0.327335444,0.171630755,0.294961845,0.000322631,1,0.999677369,,,,,,,0,,,,,,,0,9725,0.274844543,0.015833119,0.378660366,0,1,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1651,0.255592992,0.296363533,0.000137415,0.422619551,0.117601452,0.422482137
6071,521537482,,yes,6,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,217,0.116474177,0.112720922,0.001004565,0.302207291,0.071493858,0.301202726
6072,521537484,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,651,0.056083797,0.045277696,0.000246494,0.271671712,0.048761422,0.271425219
6073,521537485,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1196,0.209671554,0.214806736,0.000728997,0.466564,0.114678563,0.465835003
6074,521537488,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,686,0.183029613,0.18923986,0.000246494,0.428233951,0.101167845,0.427987458
6075,521537489,,yes,5,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,939,0.135830496,0.13237001,0.000385174,0.372239947,0.084905659,0.371854773
6076,521537491,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,948,0.138359319,0.142847955,0.000841831,0.247598588,0.045334597,0.246756758
6077,521537492,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,927,0.121653222,0.139435306,4.43877E-05,0.25417006,0.05649576,0.254125672
6078,521537495,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,713,0.11057293,0.105971731,0.001048066,0.30244562,0.050670901,0.301397554
6079,521537500,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,695,0.219161617,0.141724437,0.000499473,0.656199515,0.196744947,0.655700042
6080,521537645,,yes,3,significant,2,9039,0.233357921,0.21126613,0.154473472,0,0.786512911,0.786512911,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,9039,0.1863188,0.159563497,0.124336815,0.000165572,0.762686789,0.762521217,,,,,,,0,9039,0.211502572,0.135897443,0.164766467,0,0.888888896,0.888888896,1533,0.122478286,0.120842934,0.000132666,0.311560452,0.053153179,0.311427786
6081,521537646,,yes,1,destroyed,3,3545,0.273628137,0.266643077,0.171317662,3.23013E-05,0.776470602,0.7764383,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3545,0.246057088,0.24138163,0.147392516,6.12413E-06,0.839215696,0.839209572,,,,,,,0,3545,0.268633863,0.262626261,0.188649393,0,0.86742425,0.86742425,604,0.151087864,0.107931688,0.000724115,0.474186689,0.125033545,0.473462574
6082,521537647,,yes,3,significant,2,3323,0.174383983,0.15396294,0.124774136,3.23013E-05,0.835294127,0.835261826,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3323,0.185983611,0.161584243,0.135739698,8.39394E-05,0.730260432,0.730176492,,,,,,,0,3323,0.25783595,0.10708563,0.307207967,0,0.996212125,0.996212125,565,0.1594431,0.166660592,0.000481193,0.288229227,0.058311154,0.287748034
6083,521537648,,yes,3,significant,2,2051,0.375442526,0.448189825,0.196916721,4.4878E-05,0.670045078,0.6700002,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2051,0.154189694,0.115719527,0.140610982,0.000134962,0.665056825,0.664921862,,,,,,,0,2051,0.23379834,0.241071433,0.144172402,0,0.854166687,0.854166687,351,0.124148786,0.080569901,0.000137749,0.353350431,0.100160981,0.353212682
6084,521537649,,yes,3,significant,2,6116,0.285501423,0.21681726,0.222059238,0.00021345,0.842920542,0.842707092,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,6116,0.118808528,0.055915073,0.156260878,4.93725E-05,0.846414089,0.846364717,,,,,,,0,6116,0.629372041,0.82511735,0.339500259,0,0.915509284,0.915509284,1037,0.251173909,0.2622329,0.000245548,0.59259975,0.152537986,0.592354202
6085,521537650,,yes,1,none,0,4432,0.163876377,0.142290056,0.123522326,4.90235E-05,0.615686297,0.615637274,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4432,0.095506934,0.072222635,0.083298288,4.84594E-05,0.676431715,0.676383256,,,,,,,0,4432,0.069558299,0.045787547,0.0784423,0,0.786363661,0.786363661,754,0.120839338,0.126404151,0.00050803,0.507808447,0.045110219,0.507300416
6086,521537651,,yes,3,none,0,9485,0.508014816,0.571405292,0.203030173,0.000832417,0.815942943,0.815110526,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,9485,0.121507004,0.049370565,0.154811166,4.5741E-05,0.823529422,0.823483681,,,,,,,0,9485,0.086299256,0.052380953,0.104011086,0,0.850529075,0.850529075,1607,0.104697661,0.086913757,0.000271046,0.505562007,0.096239362,0.505290962
6087,521537652,,yes,3,none,0,12021,0.475709447,0.567684889,0.274391411,0,0.87843138,0.87843138,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,12021,0.103187488,0.074509807,0.116825712,0,0.835948884,0.835948884,,,,,,,0,12021,0.186170472,0.187878788,0.123217612,0,0.866666675,0.866666675,2037,0.079903564,0.047058824,0,0.457947463,0.103109387,0.457947463
6088,521537653,,yes,3,none,0,3422,0.497433156,0.473767936,0.212659749,0.002761271,0.871530473,0.868769202,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3422,0.104116498,0.062745102,0.137815667,0,0.793303907,0.793303907,,,,,,,0,3422,0.258419315,0.222222224,0.166728394,0,0.958333313,0.958333313,584,0.083878495,0.058102343,0.000194226,0.367536277,0.074971849,0.367342051
6089,521537654,,yes,3,partial,1,3506,0.443533718,0.469633281,0.267888329,0.000123557,0.865773916,0.86565036,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3506,0.269072478,0.275104523,0.18497979,0,0.862745106,0.862745106,,,,,,,0,3506,0.307344626,0.293939382,0.176167367,0,0.944444418,0.944444418,597,0.181809871,0.170610845,8.06806E-05,0.369266689,0.115103049,0.369186008
6090,521537655,,yes,3,partial,1,2432,0.250458498,0.233207569,0.156191865,0.000385014,0.626508415,0.6261234,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2432,0.250022726,0.235070765,0.191180466,0.000236119,0.90196079,0.901724671,,,,,,,0,2432,0.312697949,0.293376327,0.215866693,0,0.916666687,0.916666687,415,0.091999115,0.067171134,5.49472E-05,0.27822879,0.074998123,0.278173842
6091,521537657,,yes,3,none,0,4013,0.21104396,0.202878237,0.123856711,4.90235E-05,0.728812218,0.728763194,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4013,0.112889823,0.070201874,0.100805354,0.000187899,0.608854234,0.608666335,,,,,,,0,4013,0.149735827,0.13903293,0.100668756,0,0.767195761,0.767195761,681,0.177533051,0.172681689,0.003563698,0.35968408,0.082118782,0.356120382
6092,521537658,,yes,3,none,0,4246,0.255376123,0.258810103,0.156570727,0.000133166,0.671163023,0.671029857,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4246,0.113266493,0.072824582,0.120930584,4.93725E-05,0.800000012,0.799950639,,,,,,,0,4246,0.174078285,0.134007365,0.152280252,0,0.884259284,0.884259284,715,0.131567505,0.117568702,0.000114082,0.550758421,0.087872417,0.550644339
6093,521537660,,yes,1,none,0,653,0.258933133,0.255542219,0.157430208,0.000241641,0.725490212,0.725248572,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,653,0.136483973,0.110048026,0.110730314,0.000278003,0.490593553,0.49031555,,,,,,,0,653,0.040869474,0.022970086,0.057028758,0,0.705459774,0.705459774,117,0.155325924,0.110161789,0.013706621,0.494772494,0.12671193,0.481065873
6094,521537661,,yes,2,partial,1,6004,0.350458013,0.377304763,0.202957335,8.12787E-05,0.720969081,0.720887802,6004,0.29052971,0.295142323,0.168453294,0.000149799,0.718565345,0.718415546,,,,,,,0,,,,,,,0,6004,0.220545616,0.129411757,0.206527381,1.05091E-05,0.812571049,0.81256054,,,,,,,0,6004,0.184723014,0.151928693,0.126508949,0.000165572,0.633938491,0.633772919,,,,,,,0,6004,0.250880922,0.057817761,0.360744837,0,0.983333349,0.983333349,1020,0.214141028,0.231009036,0.001461205,0.368854135,0.090806631,0.367392931
6095,521537662,,yes,3,significant,2,7723,0.326235861,0.328673631,0.195224041,2.91173E-05,0.712061644,0.712032526,7723,0.251656158,0.248348564,0.137324806,6.64782E-05,0.688087285,0.688020806,,,,,,,0,,,,,,,0,7723,0.196776379,0.124128193,0.182222395,2.79292E-05,0.862745106,0.862717177,,,,,,,0,7723,0.165428406,0.116519436,0.153039779,4.5741E-05,0.658976078,0.658930337,,,,,,,0,7723,0.223656072,0.105294116,0.258161931,0,0.974074066,0.974074066,1310,0.188419015,0.244726211,5.49472E-05,0.358133376,0.112592466,0.358078428
6097,521537729,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,277,0.138810379,0.098558716,0.000337764,0.449905425,0.117359428,0.449567661
6098,521537731,,yes,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,184,0.108830164,0.105926737,0.006271486,0.273286462,0.056775804,0.267014976
6099,521538769,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,564,0.064825899,0.056787711,0.001193052,0.245217755,0.046482625,0.244024703
6100,521538772,,yes,4,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,146,0.082883612,0.075580597,0.001770888,0.322227389,0.052887484,0.320456501
6101,521538773,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,603,0.073132702,0.04242276,9.9824E-05,0.358377069,0.076660746,0.358277245
6102,521538774,,yes,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1233,0.213743762,0.222020566,0.001380202,0.586469412,0.11653675,0.58508921
6103,521538775,,yes,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,860,0.093176581,0.073999129,0.001259272,0.410224944,0.07357797,0.408965672
6104,521538776,,yes,1,none,0,6,0.107729994,0.107729994,0,0.107729994,0.107729994,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,6,0.152577922,0.152577922,0,0.152577922,0.152577922,0,,,,,,,0,6,0.055555556,0.055555556,0,0.055555556,0.055555556,0,1152,0.104659169,0.087969646,9.9824E-05,0.378924221,0.075232881,0.378824397
6105,521538777,,yes,1,none,0,3951,0.107729994,0.107729994,0,0.107729994,0.107729994,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3951,0.152577922,0.152577922,0,0.152577922,0.152577922,0,,,,,,,0,3951,0.055555556,0.055555556,0,0.055555556,0.055555556,0,668,0.282079841,0.252787113,0.001380202,0.670870841,0.176503994,0.669490639
6106,521541447,,yes,1,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,2198,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,2198,0,0,0,0,0,0,,,,,,,0,374,0.116997478,0.101271935,0.000719684,0.493049353,0.085250117,0.492329669
6107,521541449,,yes,1,unknown,-99,,,,,,,0,,,,,,,0,,,,,,,0,3351,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,3351,0,0,0,0,0,0,,,,,,,0,568,0.184966212,0.185033411,0.000931843,0.354028076,0.087664351,0.353096233
6108,521541451,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,1823,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,1823,0,0,0,0,0,0,,,,,,,0,308,0.134185646,0.136909693,0.000913815,0.512324333,0.071509993,0.511410519
6109,521541456,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,3132,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,3132,0,0,0,0,0,0,,,,,,,0,528,0.127510444,0.131062627,0.000931843,0.295212388,0.071493577,0.294280545
6110,521541458,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,6126,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,6126,0,0,0,0,0,0,,,,,,,0,1036,0.122975207,0.120837726,9.27366E-05,0.377779663,0.073985646,0.377686926
6111,521541460,,yes,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,947,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,947,0,0,0,0,0,0,,,,,,,0,160,0.107690428,0.113365188,0.001236724,0.282975376,0.070199057,0.281738651
6112,521541462,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,692,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,692,0,0,0,0,0,0,,,,,,,0,119,0.143526609,0.143436655,0.007833487,0.361406744,0.073787743,0.353573256
6113,521541463,,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,987,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,987,0,0,0,0,0,0,,,,,,,0,167,0.136502624,0.129215807,0.001271268,0.327064067,0.086116771,0.3257928
6114,521541465,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,1520,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,1520,0,0,0,0,0,0,,,,,,,0,260,0.09569636,0.090316653,0.001419447,0.230885044,0.054265759,0.229465597
6115,521541466,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,370,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,370,0,0,0,0,0,0,,,,,,,0,64,0.049886221,0.047266271,0.000264813,0.138491631,0.034119263,0.138226818
6116,521541467,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,1107,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,1107,0,0,0,0,0,0,,,,,,,0,183,0.088774275,0.077687956,0.000286775,0.281266063,0.068967462,0.280979288
6117,521541469,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,1316,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,1316,0,0,0,0,0,0,,,,,,,0,225,0.13208448,0.129188374,0.00194094,0.283926815,0.0684851,0.281985875
6118,521541470,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,712,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,712,0,0,0,0,0,0,,,,,,,0,120,0.077093245,0.060758665,0.001178327,0.234654278,0.052963339,0.23347595
6119,521541471,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,632,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,632,0,0,0,0,0,0,,,,,,,0,109,0.104946915,0.081501506,0.000544362,0.37732932,0.081055233,0.376784958
6120,521541472,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,1751,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,1751,0,0,0,0,0,0,,,,,,,0,298,0.094869607,0.082349449,0.000846611,0.386061996,0.071089126,0.385215385
6121,521541473,,yes,5,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,3489,0.088208795,0.088208795,0,0.088208795,0.088208795,0,,,,,,,0,,,,,,,0,,,,,,,0,3489,0,0,0,0,0,0,,,,,,,0,1560,0.13111638,0.123817757,0.000383271,0.592297912,0.082352134,0.591914641
6122,521541474,,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,646,0.109930668,0.100815356,3.60724E-06,0.439239353,0.076335664,0.439235746
6123,521541475,,yes,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,478,0.090207832,0.063075133,5.96671E-05,0.356011301,0.080319223,0.355951634
