OBJECTID,osm_way_id,name,building,Material,_damage,damage_num,SP_count,SP_mean,SP_median,SP_stdev,SP_min,SP_max,SP_Range,Cul_count,Cul_mean,Cul_median,Cul_stdev,Cul_min,Cul_max,Cul_Range,BF_count,BF_mean,BF_median,BF_stdev,BF_min,BF_max,BF_Range,Mid_count,Mid_mean,Mid_median,Mid_stdev,Mid_min,Mid_max,Mid_Range,CulG_count,CulG_mean,CulG_median,CulG_stdev,CulG_min,CulG_max,CulG_Range,BFG_count,BFG_mean,BFG_median,BFG_stdev,BFG_min,BFG_max,BFG_Range,SPG_count,SPG_mean,SPG_median,SPG_stdev,SPG_min,SPG_max,SPG_Range,MidG_count,MidG_mean,MidG_median,MidG_stdev,MidG_min,MidG_max,MidG_Range,HSPG_count,HSPG_mean,HSPG_median,HSPG_stdev,HSPG_min,HSPG_max,HSPG_Range,Sat_count,Sat_mean,Sat_median,Sat_min,Sat_max,Sat_stdev,Sat_Range
3135,521350368,,yes,2,partial,1,,,,,,,0,,,,,,,0,10763,0.207635961,0.134464368,0.190686425,3.84922E-05,0.746253967,0.746215475,,,,,,,0,,,,,,,0,104984,0.155076745,0.103219561,0.150707158,1.32393E-06,0.808224678,0.808223354,,,,,,,0,,,,,,,0,,,,,,,0,1825,0.119272034,0.07979773,1.06819E-05,0.459395587,0.104821163,0.459384905
3136,521350371,,yes,2,none,0,,,,,,,0,,,,,,,0,3404,0.238848105,0.18601054,0.177630438,8.42077E-05,0.643067122,0.642982914,,,,,,,0,,,,,,,0,33187,0.145961641,0.096780442,0.128416518,1.32393E-06,0.727637351,0.727636027,,,,,,,0,,,,,,,0,,,,,,,0,582,0.088156233,0.075313807,0.001211729,0.38714838,0.06195394,0.385936651
3178,521352954,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,471,0.118322255,0.10555917,0.00055554,0.502007544,0.085679657,0.501452004
3179,521352955,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,532,0.137590749,0.114204124,0.000529905,0.502491236,0.099217388,0.50196133
3180,521352957,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1297,0.128061593,0.097287461,1.6542E-05,0.601807117,0.109164675,0.601790575
3181,521352958,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,494,0.098164378,0.085274152,6.63347E-05,0.403112262,0.071779501,0.403045928
3182,521352960,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,802,0.082485308,0.065132536,1.6542E-05,0.313082844,0.067713448,0.313066302
3183,521352961,,yes,5,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,338,0.175272299,0.132319361,0.000483528,0.605707705,0.149317742,0.605224177
3184,521352963,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,539,0.11477009,0.082222536,0.000483528,0.404970765,0.101081654,0.404487237
3185,521352964,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,680,0.133807019,0.094494462,0.000483528,0.618607521,0.130599276,0.618123993
3186,521352965,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,345,0.130025246,0.10878922,0.000145278,0.396210551,0.094597217,0.396065273
3187,521352966,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,296,0.078748451,0.06164223,0.000130405,0.353117108,0.066965664,0.352986703
3188,521352968,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,601,0.103694663,0.079480581,0.000702782,0.427981406,0.085778499,0.427278624
3189,521352971,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,589,0.083505196,0.062945716,9.23725E-05,0.329299062,0.069020503,0.32920669
3190,521353693,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1258,0.099229017,0.072763517,7.75058E-05,0.635941863,0.102513775,0.635864357
3191,521353694,,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1564,0.126561511,0.103232481,8.16729E-06,0.475660414,0.094985112,0.475652246
3192,521353695,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1320,0.095467077,0.08870507,4.67579E-05,0.436659694,0.071733604,0.436612936
3235,521354444,,yes,5,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1043,0.08177799,0.047200579,0.000111329,0.436620891,0.086949795,0.436509562
3236,521354445,,yes,2,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,278,0.081312851,0.054769855,5.28078E-05,0.381909728,0.077305164,0.38185692
3237,521354447,,yes,4,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,595,0.08381651,0.055045836,5.10133E-05,0.403647751,0.08350677,0.403596737
3238,521354449,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,649,0.09720585,0.071420573,0.000121722,0.395084739,0.081210867,0.394963017
3239,521354450,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,825,0.043852503,0.026863607,9.23725E-05,0.290725976,0.045754737,0.290633604
3240,521354452,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1230,0.066377478,0.040035393,1.6542E-05,0.42264539,0.083378436,0.422628848
3241,521354453,,yes,2,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1251,0.083990778,0.048345216,9.23725E-05,0.340662658,0.080226009,0.340570286
3242,521354455,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,964,0.069193334,0.044709414,0.000121547,0.356011212,0.062834801,0.355889665
3243,521354456,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,304,0.166835849,0.13894403,0.001314429,0.540051222,0.128366039,0.538736793
3244,521354457,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,317,0.08980104,0.06023303,0.000378252,0.372593552,0.080573725,0.3722153
3245,521354458,,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1143,0.109451033,0.104757108,4.45241E-05,0.428301245,0.055837752,0.428256721
3246,521354459,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2275,0.054279023,0.043181781,4.45241E-05,0.378869683,0.048649066,0.378825158
3247,521354460,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1224,0.072861779,0.049511526,9.23725E-05,0.433547825,0.075253838,0.433455452
3251,521354464,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,926,0.183027002,0.099653043,0.000175028,0.655385494,0.182033396,0.655210466
3252,521354465,,yes,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,657,0.08982715,0.066018924,0.000175028,0.363325089,0.07611274,0.363150061
3253,521354466,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1299,0.066344434,0.054461833,5.28078E-05,0.511831403,0.067129916,0.511778595
3257,521354470,,yes,2,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,328,0.070118288,0.058547501,0.000459965,0.315039009,0.056981749,0.314579044
3258,521354471,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,349,0.125425461,0.083718523,9.69543E-05,0.51967454,0.122057395,0.519577585
3260,521354475,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,282,0.065363323,0.056200881,0.000141755,0.302585989,0.05584685,0.302444235
3262,521354485,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,247,0.082604776,0.060604729,0.000190713,0.31427139,0.07233328,0.314080677
3263,521354486,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,139,0.229898462,0.221475959,0.00380859,0.594852388,0.150527499,0.591043798
3264,521354487,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,340,0.108847676,0.102191374,0.000668278,0.316010177,0.066578596,0.315341899
3265,521354488,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,371,0.137095987,0.11556033,0.000114746,0.552587271,0.108364876,0.552472524
3266,521354489,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,580,0.156536268,0.138104111,0.000804993,0.487556607,0.111538627,0.486751614
3267,521354490,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,149,0.128182502,0.083872959,0.000170143,0.571598232,0.140350248,0.571428089
3268,521354491,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,413,0.112394122,0.088164799,0.000511703,0.49614051,0.091147202,0.495628807
3269,521354493,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,454,0.177303775,0.138332397,0.000811777,0.561667919,0.140295857,0.560856142
3271,521355995,,yes,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,644,0.141049818,0.12850365,0.000654921,0.609369338,0.098428298,0.608714416
3295,521356503,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1463,0.085118398,0.085118398,0.085118398,0.085118398,0,0
3296,521356505,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1122,0.085118398,0.085118398,0.085118398,0.085118398,0,0
3297,521356615,,yes,2,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1026,0.085118398,0.085118398,0.085118398,0.085118398,0,0
3298,521356616,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2088,0.085118398,0.085118398,0.085118398,0.085118398,0,0
3299,521356617,,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,515,0.085118398,0.085118398,0.085118398,0.085118398,0,0
3300,521356618,,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,527,0.085118398,0.085118398,0.085118398,0.085118398,0,0
3301,521356619,,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1573,0.085118398,0.085118398,0.085118398,0.085118398,0,0
3302,521356621,,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1345,0.085118398,0.085118398,0.085118398,0.085118398,0,0
3303,521356623,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2150,0.085118398,0.085118398,0.085118398,0.085118398,0,0
3306,521357568,,yes,2,none,0,5139,0.346755808,0.309405059,0.227812637,2.91173E-05,0.837622404,0.837593287,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,5139,0.129480864,0.121332511,0.120692098,2.07354E-06,0.762449145,0.762447072,,,,,,,0,5139,0.258345096,0.25454545,0.104727725,0,0.777777791,0.777777791,873,0.182745546,0.208252385,0.000721186,0.419552892,0.086453194,0.418831707
3307,521357570,,yes,2,partial,1,7540,0.268744122,0.22363247,0.190471435,2.91173E-05,0.861449957,0.86142084,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,7540,0.17446483,0.175459027,0.117015873,0,0.739028931,0.739028931,,,,,,,0,7540,0.516995085,0.852450848,0.434000068,0,0.992515445,0.992515445,1278,0.213896652,0.228625596,0.001954709,0.455311209,0.081304393,0.4533565
3308,521357571,,yes,3,significant,2,4608,0.511852401,0.598998189,0.252130809,0.000331773,0.870552659,0.870220886,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4608,0.42367192,0.425892234,0.2000825,0.000278003,0.834881127,0.834603124,,,,,,,0,4608,0.243583394,0.265949309,0.133949665,0,0.8125,0.8125,782,0.313098348,0.326340765,8.85571E-05,0.572548449,0.181837784,0.572459892
3309,521357575,,yes,1,none,0,3733,0.271104037,0.228401124,0.19776575,8.42815E-06,0.733297706,0.733289278,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3733,0.151015231,0.10355372,0.124571277,4.5741E-05,0.823529422,0.823483681,,,,,,,0,3733,0.136350439,0.087134503,0.136923484,0,0.936026931,0.936026931,634,0.185022065,0.21511811,0.00178304,0.375817418,0.102390436,0.374034378
3310,521357577,,yes,3,none,0,4452,0.350438761,0.380923152,0.192916483,2.35919E-05,0.734171331,0.734147739,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4452,0.109594709,0.086842269,0.101387485,2.07354E-06,0.674789608,0.674787534,,,,,,,0,4452,0.179209108,0.192307696,0.0523273,0,0.368782014,0.368782014,750,0.1883523,0.184076905,0.00035787,0.42332682,0.09140819,0.42296895
3311,521357579,,yes,1,none,0,4104,0.264835569,0.245785132,0.173314004,4.4878E-05,0.736075401,0.736030523,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4104,0.186009499,0.176057607,0.121916975,0.000117009,0.660098851,0.659981842,,,,,,,0,4104,0.143435059,0.074358977,0.186446955,0,0.837037027,0.837037027,696,0.062246831,0.043368988,0.000239923,0.307817638,0.063642592,0.307577715
3312,521357582,,yes,3,none,0,4828,0.275027584,0.259037822,0.195774954,0.000101469,0.806263208,0.806161739,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4828,0.142615214,0.127772242,0.091328616,0.000319541,0.797722518,0.797402977,,,,,,,0,4828,0.185932628,0.166666672,0.135559914,0,0.769047618,0.769047618,820,0.159919213,0.149771094,0.000360579,0.40341711,0.104216923,0.403056532
